wiki_data_id;title;main_subject;follows;genre;performer;country_of_origin;original_language_of_film_or_TV_show;publication_date;director;screenwriter;cast_member;director_of_photography;film_editor;production_designer;costume_designer;composer;producer;production_company;distributed_by;narrative_location;filming_location;duration;award_received;nominated_for;box_office;cost;collection;imdb_id;metascore;imdbrating;imdbvotes
Q1427252;Flash Gordon;?;?;comedy film,action film,fantasy film,science fiction film,adventure film;?;United Kingdom,United States of America;?;1981-02-06T00:00:00Z,1980-12-05T00:00:00Z,1981-02-25T00:00:00Z;Mike Hodges;Lorenzo Semple, Jr.,Alex Raymond;John Hollis,George Harris,John Morton,Deep Roy,Robbie Coltrane,Kenny Baker,John Osborne,John Hallam,Melody Anderson,Peter Wyngarde,Brian Blessed,Max von Sydow,Sam J. Jones,Philip Stone,Mariangela Melato,William Hootkins,Richard O'Brien,Ornella Muti,Chaim Topol,Timothy Dalton;Gilbert Taylor;Malcolm Cooke;Danilo Donati;Danilo Donati;Howard Blake;Dino De Laurentiis;Dino De Laurentiis Corporation;Netflix,Universal Pictures,FandangoNow;Vermont;Hertfordshire;111;?;Golden Raspberry Award for Worst Actor;?;?;?;?;58;6.5;51,830
Q142751;The Train;World War II;?;drama,action film,thriller film,war film;?;Italy,United States of America,France;?;1964-01-01T00:00:00Z;Arthur Penn,John Frankenheimer;Howard Dimsdale,Franklin Coen,Nedrick Young,Walter Bernstein,Frank Davis;Michel Charrel,Daniel Lecourtois,Jean-Claude Bercq,Paul Bonifas,Nick Dimitri,Michel Tureau,Albert Rémy,Roger Lumont,Jean Bouchaud,Gérard Buhr,Bernard Lajarrige,Victor Beaumont,Charles Millot,Helmo Kindermann,Howard Vernon,Suzanne Flon,Arthur Brauss,Jeanne Moreau,Jean-Pierre Zola,Burt Lancaster,Wolfgang Preiss,Paul Scofield,Richard Münch,Michel Simon,Donald O'Brien,Jacques Marin;Walter Wottitz,Jean Tournier;David Bretherton;?;Jean Zay;Maurice Jarre;?;United Artists Corporation;Netflix,United Artists Corporation;Paris;?;133;?;Academy Award for Best Writing, Original Screenplay;?;?;?;?;N/A;7.8;14,817
Q1427521;Jason X;?;?;slasher film,adventure film,science fiction film,horror film,post-apocalyptic film;?;United States of America;?;2001-01-01T00:00:00Z;James Isaac;Todd Farmer;Philip Williams,Melody Johnson,Boyd Banks,Amanda Brugel,Lisa Ryder,Lexa Doig,Jonathan Potts,Chuck Campbell,David Cronenberg,Yani Gellman,Kane Hodder,Peter Mensah;?;?;?;?;Harry Manfredini;Sean S. Cunningham;New Line Cinema's House of Horror,New Line Cinema;Netflix,New Line Cinema;New Jersey;?;88;?;?;?;?;?;?;25;4.4;51,499
Q1428715;The Negotiator;Chicago Police Department;?;action film,drama,buddy cop film,crime film;?;Germany,United States of America;?;1998-01-01T00:00:00Z,1999-09-30T00:00:00Z;F. Gary Gray;James DeMonaco;Nestor Serrano,Tim Kelleher,Dean Norris,Robert David Hall,Tom Bower,Siobhan Fallon Hogan,Michael Cudlitz,Carlos Gómez,Geoff Morrell,Mary Page Keller,Michael Shamus Wiles,Stephen Lee,Paul Guilfoyle,Kenan Thompson,Ron Rifkin,Paul Giamatti,Kevin Spacey,J. T. Walsh,John Spencer,David Morse,Samuel L. Jackson,Regina Taylor;Russell Carpenter;Christian Wagner;?;?;Graeme Revell;Arnon Milchan;Regency Enterprises,Mandeville Films;Warner Bros.,FandangoNow,Netflix;Chicago;Long Beach,Chicago;134;?;?;44500000;50000000;?;?;62;7.3;132,594
Q1428990;Flirting with Disaster;?;?;comedy film;?;United States of America;?;1996-07-18T00:00:00Z,1996-01-01T00:00:00Z;David O. Russell;David O. Russell;Suzanne Snyder,Cynthia Lamontagne,Nadia Dajani,Lily Tomlin,Glenn Fitzgerald,Celia Weston,Ben Stiller,Richard Jenkins,Mary Tyler Moore,George Segal,Patricia Arquette,Alan Alda,Josh Brolin,David Patrick Kelly,Téa Leoni;Eric Alan Edwards;Christopher Tellefsen;Kevin Thompson;?;Stephen Endelman;Dean Silvers;?;Netflix,Miramax;New York City;San Diego,Arizona,New Jersey;89;?;?;?;?;?;?;81;6.7;17,940
Q1431684;What Planet Are You From?;?;?;comedy film,science fiction film;?;United States of America;?;2000-06-01T00:00:00Z,2000-01-01T00:00:00Z;Mike Nichols;Peter Tolan,Ed Solomon,Michael J. Leeson,Garry Shandling;Tiffany Taylor,Wade Williams,Marjorie Lovett,Phil Hawn,Janeane Garofalo,Ann Cusack,Rick Hoffman,Phill Lewis,Samantha Smith,Jose Rosete,Sarah Silverman,Mario Lara,Brian Markinson,Michael Dempsey,Linda Fiorentino,Jane Lynch,Greg Kinnear,John Goodman,Judy Greer,Caroline Aaron,Camryn Manheim,Garry Shandling,Nora Dunn,Richard Jenkins,Willie Garson,Ben Kingsley,Octavia Spencer,Annette Bening;Michael Ballhaus;Richard Marks;?;Ann Roth;Carter Burwell;Garry Shandling;Brillstein Entertainment Partners;Columbia Pictures,Netflix;Arizona;Arizona,Los Angeles;101;?;?;?;?;?;?;41;5.6;9,090
Q14320;The Day After Tomorrow;?;?;dystopian film,post-apocalyptic film,action film,disaster film;Harald Kloser;United States of America;?;2004-05-28T00:00:00Z,2004-05-27T00:00:00Z,2004-05-27T00:00:00Z;Roland Emmerich;Roland Emmerich,Whitley Strieber,Jeffrey Nachmanoff;Nestor Serrano,Sasha Roiz,Jay O. Sanders,Tamlyn Tomita,Austin Nichols,Dennis Quaid,Arjay Smith,Glenn E. Plummer,Kenneth Welsh,Tom Rooney,Emmy Rossum,Dash Mihok,Jake Gyllenhaal,Tim Bagley,Matt Holland,Perry King,Sela Ward,Ian Holm;Ueli Steiger;David Brenner;?;Renée April;Harald Kloser;Roland Emmerich,Mark Gordon;Centropolis Entertainment,Lionsgate,20th Century Studios;InterCom,FandangoNow,Netflix;Delhi,Washington, D.C.,Los Angeles,Tokyo,Scotland,New York City;Toronto,Montreal,New York City,Japan;118;?;?;542771772;?;?;?;47;6.4;420,822
Q1432710;Full Frontal;?;?;comedy-drama,drama;?;United States of America;?;2003-07-03T00:00:00Z,2002-01-01T00:00:00Z;Steven Soderbergh;?;Brandon Keener,Rashida Jones,Dina Spybey,Patrick Fischler,Nancy Lenehan,Jeff Garlin,Jerry Weintraub,Tracy Vilar,Chris DeRose,Cynthia Gibb,Brad Rowe,Steven Soderbergh,Wayne Pére,Erika Alexander,Andrew Connolly,Justina Machado,Enrico Colantoni,Rainn Wilson,Blair Underwood,Eddie McClintock,Mary McCormack,Brad Pitt,Terence Stamp,January Jones,Sandra Oh,David Duchovny,David Hyde Pierce,Catherine Keener,David Alan Basche,Julia Roberts,Nicky Katt,David Fincher;Steven Soderbergh;Sarah Flack;?;?;?;Harvey Weinstein,Bob Weinstein;Miramax;Netflix,Mikado Film;?;?;96;?;?;?;?;?;?;45;4.7;9,477
Q1434995;Primer;?;?;drama,science fiction film;?;United States of America;?;2004-10-08T00:00:00Z;Shane Carruth;Shane Carruth;Shane Carruth,David Sullivan;?;Shane Carruth;?;?;Shane Carruth;Shane Carruth;StudioCanal;Netflix;Texas;?;77;?;?;424760;7000;?;?;68;6.9;99,833
Q1435036;The Last Shot;?;?;comedy film,crime film;?;United States of America;?;2004-09-24T00:00:00Z;Jeff Nathanson;Jeff Nathanson;Glenn Morshower,Pat Morita,Evan Jones,Troy Winbush,Robert Evans,Jon Polito,W. Earl Brown,Joan Cusack,Russell Means,Alec Baldwin,Ian Gomez,Eric Roberts,Matthew Broderick,Tim Blake Nelson,Tony Shalhoub,Ray Liotta,Buck Henry,Calista Flockhart,Toni Collette,James Rebhorn;John Lindley;David Rosenbloom;?;?;Rolfe Kent;Larry Brezner;Touchstone Pictures;Walt Disney Studios Motion Pictures,Netflix;Los Angeles;?;93;?;?;?;?;?;?;47;5.6;4,119
Q1435058;Focus;?;?;film based on literature,drama;?;United States of America;?;2001-09-09T00:00:00Z,2001-01-01T00:00:00Z;Neal Slavin;Kendrew Lascelles;David Paymer,Laura Dern,Meat Loaf,William H. Macy;Juan Ruiz Anchía;Tariq Anwar;?;?;Mark Adler;Michael Bloomberg,Neal Slavin;?;FandangoNow,Paramount Vantage,Netflix;Brooklyn;Toronto;102;?;?;?;?;?;?;53;6.7;2,915
Q14369698;Dom Hemingway;?;?;drama,crime film,comedy-drama;?;United Kingdom;?;2014-04-17T00:00:00Z,2013-01-01T00:00:00Z,2013-12-12T00:00:00Z;Richard Shepard;Richard Shepard;Richard Graham,Scott Goodall,Nathan Stewart-Jarrett,Deborah Rosan,Mădălina Diana Ghenea,Demián Bichir,Kerry Condon,Emilia Clarke,Jude Law,Richard E. Grant;Giles Nuttgens;?;?;?;Rolfe Kent;Jeremy Thomas;?;Big Bang Media,20th Century Studios,FandangoNow;Saint-Tropez;Pinewood Studios,Saint-Tropez;93;?;?;?;?;?;?;55;6.2;25,929
Q14370516;The Expendables 3;terrorism;?;thriller film,action film;Brian Tyler;United States of America,France;?;2014-01-01T00:00:00Z,2014-08-21T00:00:00Z,2014-08-28T00:00:00Z;Patrick Hughes;Creighton Rothenberger,Katrin Benedikt,Sylvester Stallone;Natalie Burn,Victor Ortiz,Jason Statham,Mel Gibson,Jet Li,Sarai Givaty,Wesley Snipes,Arnold Schwarzenegger,Nicolas Cage,Dolph Lundgren,Antonio  José Banderas,Kelsey Grammer,Harrison Ford,Terry Crews,Kellan Lutz,Bashar Rahal,Glen Powell,Ronda Rousey,Randy Couture,Robert Davi,Sylvester Stallone;Peter Menzies;Sean Albertson;?;?;Brian Tyler;Danny Lerner,John Thompson,Avi Lerner;Lionsgate,Nu Image;FandangoNow,ProVideo,Netflix,Lionsgate Films;Bucharest,Moscow;Bulgaria;126;?;?;214700000;90000000;?;?;35;6.1;171,204
Q143716;Abduction;?;?;mystery film,teen film,action film,thriller film;various artists;United States of America;?;2011-10-07T00:00:00Z,2011-10-13T00:00:00Z,2011-01-01T00:00:00Z;John Singleton;Shawn Christensen;Taylor Dooley,Jason Isaacs,Taylor Lautner,Aunjanue Ellis,Maria Bello,Michael Nyqvist,Lily Collins,Alfred Molina,Freema Agyeman,Dermot Mulroney,Elisabeth Röhm,Sigourney Weaver,Antonique Smith,Denzel Whitaker;Peter Menzies;Bruce Cannon;?;?;Edward Shearmur;Roy Lee;Lionsgate;Netflix,FandangoNow,Lionsgate Films;Pennsylvania;Pittsburgh;106;?;?;28087155;40000000;?;?;25;5.1;77,308
Q14407638;Jackass Presents: Bad Grandpa;?;?;comedy film;?;United States of America;?;2013-01-01T00:00:00Z,2013-10-23T00:00:00Z,2013-10-24T00:00:00Z;Jeff Tremaine;Spike Jonze;Catherine Keener,Spike Jonze,Johnny Knoxville;Lance Bangs,Dimitry Elyashkevich;?;?;?;?;Bam Mangera,Johnny Knoxville;Paramount Pictures;Paramount Pictures,FandangoNow;?;North Carolina;92;?;Academy Award for Best Makeup and Hairstyling;?;?;?;?;54;6.5;89,646
Q1440814;Virgin Territory;?;?;film based on literature,drama,romantic comedy;?;Italy,United States of America,France,United Kingdom,Luxembourg;?;2007-01-01T00:00:00Z;David Leland;David Leland;Tilo Werner,Kate Groombridge,Clive Riche,Maimie McCoy,David Walliams,Nigel Planer,Rosalind Halstead,Craig Parkinson,Katy Louise Saunders,Hayden Christensen,Elisabetta Canalis,Mischa Barton,Matthew Rhys,David Leland,Rupert Friend,Chris Egan,Ryan Cartwright,Chiara Gensini,Anna Galiena,Silvia Colloca,Tim Roth;Ben Davis;Jim Clark;?;?;Ilan Eshkeri;Tarak Ben Ammar,Dino De Laurentiis,Roberto Cavalli;Ingenious Media;Eagle Pictures,Netflix;Florence;?;93;?;?;?;?;?;?;N/A;4.8;7,611
Q14421326;The Legend of Hercules;?;?;adventure film,fantasy film,action film;?;United States of America;?;2014-01-30T00:00:00Z,2014-01-08T00:00:00Z,2014-05-01T00:00:00Z;Renny Harlin;Sean Hood;Liam McIntyre,Johnathon Schaech,Kenneth Cranham,Rade Šerbedžija,Gaia Weiss,Roxanne McKee,Kellan Lutz,Liam Garrigan,Scott Adkins;Sam McCurdy;Vincent Tabaillon;?;?;Tuomas Kantelinen;Boaz Davidson;Summit Entertainment,Nu Image;FandangoNow,Summit Entertainment,ProVideo,Netflix;Greece;Bulgaria;99;?;?;61279452;70000000;?;?;22;4.2;52,931
Q14421768;Survivor;?;?;horror film;?;United States of America;?;1999-01-01T00:00:00Z;David Straiton;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;N/A;4.5;258
Q1444046;Bubble Boy;?;?;fantasy film,comedy film;?;United States of America;?;2001-01-01T00:00:00Z;Blair Hayes;Ken Daurio,Cinco Paul;Robert LaSardo,Brian George,Brian Friedman,Pablo Schreiber,Ever Carradine,Cleo King,Steven Anthony Lawrence,Katie Lohmann,Boti Bliss,Ping Wu,Leo Fitzpatrick,Cinco Paul,Ken Daurio,list of Battle Angel Alita characters,Mandy Moore,Jake Gyllenhaal,Fabio Lanzoni,Matthew McGrory,Beetlejuice,Dave Sheridan,John Carroll Lynch,Verne Troyer,Patrick Cranshaw,Swoosie Kurtz,Stephen Spinella,Zach Galifianakis,Geoffrey Arend,Stacy Keibler,Arden Myrin,Danny Trejo,Marley Shelton;Jerzy Zieliński;Pamela Martin;?;?;John Ottman;Beau Flynn;Touchstone Pictures;Netflix,Walt Disney Studios Motion Pictures;New York;?;84;?;?;?;?;?;?;41;5.6;30,516
Q1444108;The Incredible Burt Wonderstone;?;?;comedy film;?;United States of America;?;2013-03-08T00:00:00Z,2013-04-04T00:00:00Z;Don Scardino;Chad Kultgen,Tyler Mitchell,Jonathan Goldstein,John Francis Daley;Jay Mohr,Fiona Hale,David Copperfield,Olivia Wilde,James Gandolfini,Reese Witherspoon,Steve Buscemi,Brad Garrett,Alan Arkin,Jim Carrey,Gillian Jacobs;Matthew Clark;Lee Haxall;?;?;Lyle Workman;Chris Bender,Jake Weiner,Tyler Mitchell,Steve Carell;Carousel Productions,BenderSpink,New Line Cinema;FandangoNow,Warner Bros.;Los Angeles;Los Angeles,Las Vegas Valley,New York City;101;?;?;?;?;?;?;44;5.9;71,163
Q1444768;怪獣島の決戦 ゴジラの息子;insect,Araneae,dinosaur;Godzilla vs. the Sea Monster;Kaiju,drama,horror film,science fiction film;?;Japan;?;1967-01-01T00:00:00Z;Jun Fukuda;Shinichi Sekizawa;Yoshio Tsuchiya,Susumu Kurobe,Kenji Sahara,Tadao Takashima,Akihiko Hirata,Haruo Nakajima,Akira Kubo;Kazuo Yamada;?;?;?;Masaru Sato;Tomoyuki Tanaka;Tōhō;Netflix,Tōhō;?;Japan;86;?;?;?;?;?;?;N/A;5.3;4,274
Q144483;The Last of the Mohicans;?;?;war film,film based on a novel,drama,melodrama,romance film;?;United States of America;?;1993-01-14T00:00:00Z,1992-01-01T00:00:00Z;Michael Mann;Philip Dunne,Christopher Crowe,Michael Mann,John L. Balderston;Maurice Roëves,Dylan Baker,David Schofield,Colm Meaney,Jared Harris,Tom McGowan,Jodhi May,Steven Waddington,Eric Schweig,Russell Means,Patrice Chéreau,Daniel Day-Lewis,Terry Kinney,Pete Postlethwaite,Wes Studi,Madeleine Stowe;Dante Spinotti;Dov Hoenig;?;?;Trevor Jones;James G. Robinson;Morgan Creek Productions;InterCom,Netflix;Thirteen Colonies;North Carolina;108;Academy Award for Best Sound;Academy Award for Best Sound;?;?;?;?;76;7.7;153,609
Q1445696;Muddy River;?;?;drama;?;Japan;?;1981-01-01T00:00:00Z;Kōhei Oguri;Teru Miyamoto;Yumiko Fujita,Takahiro Tamura;?;?;?;?;?;?;?;?;?;?;105;?;Academy Award for Best Foreign Language Film;?;?;?;?;N/A;7.9;783
Q14467251;Before I Go to Sleep;amnesia;?;drama,film based on a novel,mystery film;?;United States of America,United Kingdom;?;2014-01-01T00:00:00Z,2014-10-30T00:00:00Z,2014-11-13T00:00:00Z;Rowan Joffé;Rowan Joffé;Dean-Charles Chapman,Nicole Kidman,Colin Firth,Anne-Marie Duff,Mark Strong;Ben Davis;Melanie Oliver;?;?;Edward Shearmur;Ridley Scott,Avi Lerner;StudioCanal;InterCom,FandangoNow,Netflix;London;London;92;?;?;?;?;?;?;41;6.4;73,397
Q1448253;I Dreamed of Africa;?;?;drama,biographical film;?;United States of America;?;2000-05-05T00:00:00Z;Hugh Hudson;Paula Milne;Lance Reddick,Daniel Craig,Eva Marie Saint,Giselda Volodi,Liam Aiken,Kim Basinger,Vincent Perez,Valeria Cavalli;Bernard Lutic;Scott Thomas;?;?;Maurice Jarre;Stanley R. Jaffe;Columbia Pictures;Columbia Pictures,Netflix,FandangoNow;Kenya;Kenya;110;?;?;?;?;?;?;33;5.6;4,393
Q1448742;Metropolitan;?;?;drama,musical film,romance film;?;United States of America;?;1935-01-01T00:00:00Z;Ryszard Bolesławski;Bess Meredyth;Etienne Girardot,Jessie Ralph,Luis Alberni,George F. Marion,Cesar Romero,Lawrence Tibbett,Madge Bellamy,Thurston Hall,Alice Brady,Walter Brennan,Jane Darwell,Virginia Bruce,Christian Rub;Rudolph Maté;Barbara McLean;Richard Day;?;Alfred Newman;Darryl F. Zanuck;20th Century Studios;20th Century Studios;New York City;?;79;?;?;?;?;?;?;N/A;6.7;92
Q14488725;The Man from U.N.C.L.E.;terrorism,Cold War;?;heist film,buddy film,spy film,comedy film,action film;various artists;United States of America,United Kingdom;?;2015-08-14T00:00:00Z,2015-08-20T00:00:00Z,2015-09-16T00:00:00Z,2015-08-02T00:00:00Z,2015-08-19T00:00:00Z,2015-08-13T00:00:00Z;Guy Ritchie;Guy Ritchie,Lionel Wigram;Christian Berkel,Jared Harris,Simona Caparrini,Elizabeth Debicki,Adolf Hitler,Joana Metrass,Luca Calvani,Alicia Vikander,Francesco De Vito,Cesare Taurasi,John F. Kennedy,David Menkin,Sylvester Groth,David Beckham,Armie Hammer,Henry Cavill,Hugh Grant;John Mathieson;James Herbert;?;Joanna Johnston;Daniel Pemberton;Lionel Wigram,John Davis,David Dobkin;Warner Bros.,Davis Entertainment,RatPac-Dune Entertainment;Netflix,Warner Bros.,FandangoNow,InterCom;Berlin,Rome;Chatham Historic Dockyard,Goodwood Circuit,Naples,London,Brockwell Park;116;?;?;107045109;75000000;?;?;56;7.3;280,133
Q1449248;High Anxiety;?;?;mystery film,parody film;?;United States of America;?;1977-01-01T00:00:00Z;Mel Brooks;Barry Levinson,Mel Brooks;Jack Riley,Frank Campanella,Howard Morris,Dick Van Patten,Barry Levinson,Mel Brooks,Harvey Korman,Charlie Callas,Ron Carey,Cloris Leachman,Madeline Kahn;Paul Lohmann;John C. Howard;?;?;Mel Brooks,John Morris;Mel Brooks;20th Century Studios;20th Century Studios,FandangoNow,Netflix;San Francisco;?;94;?;?;?;?;?;?;55;6.7;20,240
Q14497449;Winnie Mandela;?;?;biographical film;?;Canada;?;2011-01-01T00:00:00Z;Darrell Roodt;Darrell Roodt;Justin Strydom,Nhlanhilo Milo,Clive Scott,Damon Berry,John Whiteley,Deon Lotz,Hlomla Dandala,Leleti Khumalo,Zibuse Zihle,Jonathan Rands,Albert Maritz,Aubrey Poolo,Fezile Mpela,Zinhle Mabena,Jennifer Hudson,Elias Koteas,Terrence Howard,Wendy Crewson;?;?;?;?;?;?;?;RLJE Films;South Africa;South Africa;?;?;?;?;?;?;?;37;6.0;758
Q14511981;The Book Thief;?;?;war film,film based on a novel,drama;?;United States of America,Germany;?;2014-03-13T00:00:00Z,2014-01-30T00:00:00Z,2013-10-03T00:00:00Z;Brian Percival;Markus Zusak,Michael Petroni;Heike Makatsch,Matthias Matschke,Gotthard Lange,Barbara Auer,Rainer Bock,Nico Liersch juju,Carl Heinz Choynski,Rafael Gareisen,Godehard Giese,Georg Tryphon,Levin Liam,Marie Burchard,Hildegard Schroedter,Joachim Paul Assböck,Kirsten Block,Mike Maas,Stephanie Stremler,Roger Allam,Oliver Stokowski,Robert Beyer,Martin Ontrop,Sebastian Hülk,Ben Schnetzer,Rainer Reiners,Jan Andres,Carina Wiese,Emily Watson,Sophie Nélisse,Geoffrey Rush;Florian Ballhaus;John Wilson;Simon Elliott;Anna B. Sheppard;John Williams;?;20th Century Studios;20th Century Studios,FandangoNow,Netflix,InterCom;Bavaria;Germany;131;?;Academy Award for Best Original Score;?;?;?;?;53;7.5;128,952
Q14512114;Dracula Untold;?;?;drama,adventure film,fantasy film,action film,horror film,film based on a novel,vampire film;?;Ireland,United Kingdom,United States of America;?;2014-10-23T00:00:00Z,2014-10-02T00:00:00Z,2014-01-01T00:00:00Z;Gary Shore;Matt Sazama,Burk Sharpless;Paul Kaye,Ronan Vibert,Jakub Gierszał,Noah Huntley,Art Parkinson,Dilan Gwyn,Zach McGowan,Ferdinand Kingsley,Will Houston,Joseph Long,Charles Dance,J. J. Murphy,Diarmaid Murtagh,Charlie Cox,Dominic Cooper,Samantha Barks,Sarah Gadon,Luke Evans;John Schwartzman;Rick Pearson;?;Ngila Dickson;Ramin Djawadi;Michael De Luca;Universal Pictures,Michael De Luca Productions,Legendary Pictures;UIP-Dunafilm,FandangoNow,Netflix,Universal Pictures;Romania;Northern Ireland;92;?;?;217124280;70000000;?;?;40;6.3;182,061
Q14512148;The Curse of Downers Grove;?;?;horror film,teen film;?;United States of America;?;2014-01-01T00:00:00Z;Derick Martini;Bret Easton Ellis,Derick Martini;Lucas Till,Helen Slater,Kevin Zegers,Penelope Mitchell,Marcus Giamatti,Bella Heathcote,Zane Holtz,Tom Arnold,John Ennis,Martin Spanjers;Frank Godwin;?;?;?;Matthew Margeson;?;?;?;California;California;?;?;?;?;?;?;?;31;4.5;1,794
Q14513321;Warcraft;?;?;fantasy film,adventure film,action film;?;United States of America,United Kingdom;?;2016-05-26T00:00:00Z,2016-05-27T00:00:00Z,2016-06-01T00:00:00Z,2016-04-22T00:00:00Z;Duncan Jones;Charles Leavitt,Duncan Jones;Dean Redman,Dominic Cooper,Robert Kazinsky,Ruth Negga,Anna Galvin,Dylan Schombing,Terry Notary,Ben Schnetzer,Callum Keith Rennie,Andre Tricoteux,Paula Patton,Daniel Wu,Travis Fimmel,Ben Foster,Callan Mulvey,Glenn Close,Ryan Robbins,Toby Kebbell,Daniel Cudmore,Burkely Duffield,Clancy Brown;Simon Duggan;Paul Hirsch;Gavin Bocquet;?;Ramin Djawadi;Thomas Tull;Atlas Entertainment,Tencent Pictures,Blizzard Entertainment,Legendary Pictures;UIP-Dunafilm,FandangoNow,Universal Pictures;Azeroth,Warcraft universe;Vancouver;123;?;?;433677183;160000000;?;?;32;6.8;244,632
Q14514258;Enough Said;?;?;romantic comedy;?;United States of America;?;2013-12-05T00:00:00Z,2013-09-07T00:00:00Z,2013-12-19T00:00:00Z;Nicole Holofcener;Nicole Holofcener;Eve Hewson,Kathleen Rose Perkins,Michaela Watkins,Ben Falcone,Tavi Gevinson,Amy Landecker,Toby Huss,Catherine Keener,Julia Louis-Dreyfus,Toni Collette,James Gandolfini;Xavier Grobet;Nick Moore,Robert Frazen;?;?;Marcelo Zarvos;?;Searchlight Pictures;InterCom,Searchlight Pictures,FandangoNow,Netflix;Los Angeles;?;93;?;?;?;?;?;?;78;7.0;59,449
Q14523264;Kill the Messenger;?;?;biographical film,mystery film,drama,crime film;?;United States of America;?;2015-09-10T00:00:00Z,2014-10-10T00:00:00Z,2014-09-08T00:00:00Z,2014-10-09T00:00:00Z;Michael Cuesta;Peter Landesman,Gary Webb;Andy Garcia,Richard Nixon,John Kerry,Rhoda Griffis,Barry Pepper,Paz Vega,Susan Walters,Tim Blake Nelson,Ray Liotta,Brett Rice,Michael Sheen,Jena Sims,Robert Patrick,Oliver Platt,Robert Pralgo,E. Roger Mitchell,Dan Futterman,Rosemarie DeWitt,Gil Bellows,Matthew Lintz,Jeremy Renner,Lucas Hedges,Richard Schiff,Steve Coulter,Jimmy Carter,Michael K. Williams,Mary Elizabeth Winstead,Joshua Close,Yul Vazquez;Sean Bobbitt;Brian A. Kates;?;?;Nathan Johnson;Michael Taccetta,Scott Stuber,Jeremy Renner;?;FandangoNow,Big Bang Media,Focus Features;California;Georgia,Atlanta;112;?;?;?;?;?;?;60;6.9;44,992
